"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"8662","Resort Hotel",0,339,2017,"March",10,11,2,5,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"D","D",0,"No Deposit","298","NULL",0,"Transient-Party",64,0,0,"Check-Out","2017-03-18"
"8663","City Hotel",1,152,2016,"April",18,30,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",107,0,1,"Canceled","2016-04-25"
"8664","City Hotel",0,164,2015,"October",40,2,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","19","NULL",0,"Transient-Party",100,0,0,"Check-Out","2015-10-04"
"8665","City Hotel",1,38,2017,"January",2,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","67",0,"Transient",75,0,0,"Canceled","2016-12-07"
"8666","City Hotel",0,64,2015,"November",47,20,0,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","10","NULL",0,"Transient",79.2,0,2,"Check-Out","2015-11-22"
"8667","Resort Hotel",0,72,2016,"September",38,16,1,2,2,0,0,"HB","PRT","Direct","Direct",0,0,1,"G","G",1,"No Deposit","250","NULL",0,"Transient",203.4,1,1,"Check-Out","2016-09-19"
"8668","City Hotel",0,4,2016,"August",35,25,0,1,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"A","B",1,"No Deposit","9","NULL",0,"Transient",149,0,1,"Check-Out","2016-08-26"
"8669","Resort Hotel",0,1,2015,"December",50,9,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",69,1,0,"Check-Out","2015-12-11"
"8670","Resort Hotel",1,32,2016,"November",46,7,1,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","15","NULL",0,"Transient",51.84,0,0,"Canceled","2016-10-10"
"8671","Resort Hotel",0,310,2017,"July",27,6,1,3,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",93.38,0,2,"Check-Out","2017-07-10"
"8672","Resort Hotel",1,113,2016,"January",1,2,0,1,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"A","A",0,"Non Refund","305","NULL",0,"Transient",72,0,0,"Canceled","2015-11-16"
"8673","Resort Hotel",0,33,2016,"March",13,25,0,2,3,0,0,"FB","PRT","Direct","Direct",0,0,0,"C","C",3,"No Deposit","NULL","NULL",0,"Transient",127,0,1,"Check-Out","2016-03-27"
"8674","Resort Hotel",0,81,2016,"March",11,9,0,3,3,0,0,"HB","GBR","Groups","TA/TO",0,0,0,"A","C",0,"No Deposit","115","NULL",0,"Transient-Party",86.55,0,0,"Check-Out","2016-03-12"
"8675","City Hotel",0,85,2017,"April",17,23,2,1,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",108,0,0,"Check-Out","2017-04-26"
"8676","Resort Hotel",0,0,2017,"February",5,2,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",48,0,1,"Check-Out","2017-02-03"
"8677","City Hotel",0,44,2016,"October",44,28,0,2,2,1,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",100,0,0,"Check-Out","2016-10-30"
"8678","City Hotel",1,2,2017,"January",1,3,0,2,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88,0,0,"Canceled","2017-01-02"
"8679","City Hotel",0,11,2016,"July",28,4,1,0,2,3,0,"BB","USA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","NULL","NULL",0,"Transient",267,0,3,"Check-Out","2016-07-05"
"8680","City Hotel",0,112,2016,"June",23,2,0,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",100,0,0,"Check-Out","2016-06-04"
"8681","Resort Hotel",1,65,2016,"September",36,2,0,2,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",186,0,0,"Canceled","2016-07-08"
"8682","City Hotel",1,66,2017,"March",10,10,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","154","NULL",0,"Transient-Party",80,0,0,"Canceled","2017-01-12"
"8683","City Hotel",1,342,2015,"September",39,24,2,4,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",170,0,0,"Canceled","2015-08-21"
"8684","City Hotel",0,253,2015,"September",37,12,2,5,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",89.25,0,3,"Check-Out","2015-09-19"
"8685","City Hotel",1,240,2016,"October",43,21,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled","2016-03-15"
"8686","City Hotel",1,67,2017,"February",7,12,2,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",80,0,0,"Canceled","2016-12-07"
"8687","City Hotel",0,462,2017,"July",26,1,2,1,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",112.67,0,1,"Check-Out","2017-07-04"
"8688","Resort Hotel",1,46,2016,"April",15,9,0,1,3,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240","NULL",0,"Transient",123,0,0,"Canceled","2016-02-23"
"8689","Resort Hotel",1,242,2017,"July",28,14,2,6,2,1,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","242","NULL",0,"Transient",233.1,0,1,"Canceled","2017-04-25"
"8690","Resort Hotel",0,6,2016,"February",8,16,0,1,1,0,0,"BB","NULL","Corporate","Corporate",0,0,2,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",40,0,0,"Check-Out","2016-02-17"
"8691","City Hotel",0,150,2016,"June",25,16,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-06-19"
"8692","City Hotel",0,204,2017,"June",26,27,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",117,0,1,"Check-Out","2017-06-30"
"8693","City Hotel",0,45,2016,"June",25,18,1,1,3,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","27","NULL",0,"Transient",122.4,0,0,"Check-Out","2016-06-20"
"8694","City Hotel",0,164,2015,"October",40,2,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","19","NULL",0,"Transient-Party",100,0,0,"Check-Out","2015-10-04"
"8695","City Hotel",0,224,2017,"May",20,14,1,0,4,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","9","NULL",0,"Transient",232.2,0,4,"Check-Out","2017-05-15"
"8696","City Hotel",0,133,2016,"July",29,12,0,3,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",137.7,0,2,"Check-Out","2016-07-15"
"8697","City Hotel",1,150,2017,"June",24,17,2,3,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",120,0,0,"Canceled","2017-01-18"
"8698","City Hotel",1,272,2015,"July",29,16,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Contract",62,0,0,"Canceled","2015-01-01"
"8699","Resort Hotel",0,21,2017,"June",25,24,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","468","NULL",0,"Transient",114.8,0,0,"Check-Out","2017-06-27"
"8700","Resort Hotel",0,22,2016,"April",15,7,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241","NULL",0,"Transient",73.15,0,1,"Check-Out","2016-04-10"
"8701","City Hotel",0,45,2015,"October",43,22,0,2,2,0,0,"BB","RUS","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",94.5,0,1,"Check-Out","2015-10-24"
"8702","Resort Hotel",0,122,2017,"May",22,28,2,5,2,2,0,"BB","GBR","Direct","Direct",0,0,0,"G","G",0,"No Deposit","250","NULL",0,"Transient",149.14,0,3,"Check-Out","2017-06-04"
"8703","Resort Hotel",0,0,2017,"March",12,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,1,2,"A","A",0,"No Deposit","NULL","286",0,"Transient",60,0,0,"Check-Out","2017-03-22"
"8704","City Hotel",1,82,2016,"March",13,24,1,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",99.45,0,0,"Canceled","2016-01-16"
"8705","City Hotel",0,9,2016,"March",12,18,0,2,2,2,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14","NULL",0,"Transient",208,1,0,"Check-Out","2016-03-20"
"8706","Resort Hotel",0,110,2015,"July",27,1,1,4,3,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","C",2,"No Deposit","6","NULL",0,"Transient",79.59,1,1,"Check-Out","2015-07-06"
"8707","Resort Hotel",0,117,2017,"May",20,15,3,7,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","243","NULL",0,"Transient",57.85,1,0,"Check-Out","2017-05-25"
"8708","City Hotel",0,212,2017,"June",22,2,1,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","20","NULL",0,"Transient-Party",127.33,0,0,"Check-Out","2017-06-05"
"8709","Resort Hotel",0,1,2017,"January",3,19,2,4,2,0,0,"BB","POL","Direct","Direct",1,0,1,"F","F",0,"No Deposit","250","NULL",0,"Transient",70,0,2,"Check-Out","2017-01-25"
"8710","City Hotel",0,33,2016,"March",11,8,0,2,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","83","NULL",0,"Transient",67.52,0,0,"Check-Out","2016-03-10"
"8711","City Hotel",0,14,2016,"November",45,2,0,1,1,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",100,0,1,"Check-Out","2016-11-03"
"8712","City Hotel",0,23,2016,"December",50,7,0,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",88,0,2,"Check-Out","2016-12-08"
"8713","Resort Hotel",0,1,2017,"January",2,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","272",0,"Transient-Party",35,0,0,"Check-Out","2017-01-13"
"8714","City Hotel",1,117,2016,"November",46,10,0,1,1,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",161.1,0,1,"No-Show","2016-11-10"
"8715","City Hotel",0,25,2016,"May",21,21,1,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",155,1,1,"Check-Out","2016-05-23"
"8716","Resort Hotel",1,34,2017,"February",7,17,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",58,0,0,"Canceled","2017-01-16"
"8717","City Hotel",1,167,2017,"May",20,14,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",126,0,1,"Canceled","2017-01-02"
"8718","Resort Hotel",0,6,2016,"February",7,10,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","314","NULL",0,"Transient",34.4,0,0,"Check-Out","2016-02-11"
"8719","City Hotel",1,73,2017,"April",14,3,1,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled","2017-01-20"
"8720","City Hotel",0,59,2016,"November",45,2,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",71.1,0,2,"Check-Out","2016-11-05"
"8721","City Hotel",1,57,2016,"October",42,14,0,2,1,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",139.5,0,1,"Canceled","2016-08-22"
"8722","City Hotel",1,138,2017,"July",29,16,2,3,2,0,0,"BB","ITA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",108,0,0,"Canceled","2017-03-08"
"8723","City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","USA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",96,"Transient-Party",76.5,0,1,"Check-Out","2016-07-24"
"8724","City Hotel",0,270,2016,"April",17,20,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","21","NULL",187,"Transient-Party",80,0,0,"Check-Out","2016-04-24"
"8725","City Hotel",0,102,2017,"April",17,24,1,3,1,0,0,"BB","IRL","Groups","TA/TO",0,0,0,"A","D",1,"No Deposit","NULL","424",0,"Transient-Party",90,0,0,"Check-Out","2017-04-28"
"8726","Resort Hotel",1,59,2016,"July",30,22,0,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",160,0,0,"Canceled","2016-06-09"
"8727","Resort Hotel",1,195,2015,"August",32,4,0,5,2,0,0,"HB","PRT","Direct","Direct",0,2,0,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",186,0,2,"Canceled","2015-01-22"
"8728","City Hotel",0,179,2016,"August",35,26,2,2,1,1,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","7","NULL",0,"Transient",82.18,0,0,"Check-Out","2016-08-30"
"8729","City Hotel",0,0,2016,"May",20,10,0,3,1,0,0,"BB","MAR","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit","157","NULL",0,"Transient",108.8,0,0,"Check-Out","2016-05-13"
"8730","City Hotel",1,100,2017,"May",18,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",18,"Transient",130,0,0,"Canceled","2017-02-10"
"8731","City Hotel",1,104,2016,"April",17,18,1,3,2,0,0,"SC","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",72.25,0,1,"Canceled","2016-02-01"
"8732","City Hotel",0,208,2017,"May",21,24,0,2,2,0,0,"HB","DEU","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","6","NULL",0,"Transient-Party",114.4,0,0,"Check-Out","2017-05-26"
"8733","City Hotel",0,39,2015,"August",33,10,1,1,2,0,0,"BB","ESP","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,1,"Check-Out","2015-08-12"
"8734","City Hotel",1,28,2017,"March",9,2,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",95,0,0,"Canceled","2017-02-02"
"8735","City Hotel",0,298,2016,"May",20,10,0,2,1,0,0,"BB","NZL","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","12","NULL",207,"Transient-Party",76,0,0,"Check-Out","2016-05-12"
"8736","City Hotel",0,206,2016,"July",29,16,2,2,1,1,0,"BB","PRT","Direct","Direct",0,0,0,"B","B",1,"No Deposit","14","NULL",0,"Transient-Party",79.27,0,1,"Check-Out","2016-07-20"
"8737","City Hotel",0,141,2015,"August",32,7,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",76.5,0,0,"Check-Out","2015-08-12"
"8738","City Hotel",1,350,2016,"June",25,17,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",0,"Transient",140,0,0,"Canceled","2015-08-11"
"8739","City Hotel",1,54,2016,"November",47,17,2,3,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88.4,0,1,"Canceled","2016-10-28"
"8740","Resort Hotel",0,208,2017,"August",32,7,3,6,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",4,"No Deposit","250","NULL",0,"Transient",214.53,1,3,"Check-Out","2017-08-16"
"8741","City Hotel",1,148,2017,"July",27,3,1,2,3,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",177.3,0,1,"Canceled","2017-05-16"
"8742","City Hotel",0,142,2016,"June",23,2,2,3,2,0,0,"BB","BRA","Direct","Direct",0,0,0,"A","B",2,"No Deposit","14","NULL",0,"Transient-Party",115.33,0,1,"Check-Out","2016-06-07"
"8743","Resort Hotel",1,189,2016,"April",18,26,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","248","NULL",0,"Transient-Party",46,0,0,"Canceled","2016-03-22"
"8744","City Hotel",0,16,2015,"September",37,7,1,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",135,0,0,"Check-Out","2015-09-11"
"8745","City Hotel",0,68,2015,"September",37,12,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Check-Out","2015-09-16"
"8746","Resort Hotel",1,49,2016,"May",21,20,0,2,2,1,0,"BB","PRT","Complementary","Direct",0,0,0,"A","C",1,"No Deposit","NULL","NULL",0,"Transient",17.5,0,0,"Canceled","2016-05-16"
"8747","City Hotel",0,269,2016,"December",53,29,2,3,1,0,0,"BB","SWE","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","12","NULL",0,"Transient-Party",70,0,0,"Check-Out","2017-01-03"
"8748","City Hotel",1,211,2016,"May",21,20,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",111,"Transient",100,0,0,"Canceled","2016-03-18"
"8749","City Hotel",0,96,2017,"May",19,11,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","83","NULL",0,"Transient",139.2,0,0,"Check-Out","2017-05-14"
"8750","City Hotel",0,0,2017,"August",33,18,0,1,2,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",89.5,0,0,"Check-Out","2017-08-19"
"8751","City Hotel",0,25,2017,"June",26,27,0,1,2,0,0,"BB","FRA","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","280",0,"Transient-Party",100,0,0,"Check-Out","2017-06-28"
"8752","City Hotel",0,1,2016,"November",47,15,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient",75,0,1,"Check-Out","2016-11-17"
"8753","Resort Hotel",0,131,2015,"December",52,22,2,5,2,0,0,"HB","IRL","Offline TA/TO","TA/TO",0,0,0,"E","E",1,"No Deposit","314","NULL",0,"Transient-Party",81.29,0,1,"Check-Out","2015-12-29"
"8754","City Hotel",1,30,2016,"December",52,23,2,2,2,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","86","NULL",0,"Transient",84.32,0,0,"Canceled","2016-12-10"
"8755","Resort Hotel",0,364,2016,"October",42,12,0,4,3,0,0,"BB","GBR","Groups","Corporate",0,0,0,"A","C",3,"No Deposit","NULL","223",0,"Transient-Party",103,0,0,"Check-Out","2016-10-16"
"8756","Resort Hotel",1,1,2016,"May",20,8,2,0,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","393","NULL",0,"Transient-Party",48.6,0,1,"Canceled","2016-05-07"
"8757","City Hotel",0,140,2015,"November",47,18,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","29","NULL",87,"Transient-Party",65,0,0,"Check-Out","2015-11-21"
"8758","Resort Hotel",0,24,2017,"February",7,18,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250","NULL",0,"Transient",70,1,0,"Check-Out","2017-02-19"
"8759","City Hotel",1,26,2017,"March",12,19,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",100.3,0,0,"Canceled","2017-03-01"
"8760","City Hotel",1,14,2015,"November",45,6,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","F",0,"No Deposit","14","NULL",0,"Transient",75,0,0,"No-Show","2015-11-06"
"8761","City Hotel",0,57,2016,"June",24,10,1,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","6","NULL",0,"Transient-Party",75.33,0,1,"Check-Out","2016-06-13"
"8762","Resort Hotel",0,15,2016,"February",7,12,2,3,2,0,0,"BB","NOR","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","156","NULL",0,"Transient",45,0,0,"Check-Out","2016-02-17"
"8763","City Hotel",1,349,2016,"October",41,4,1,5,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","58","NULL",162,"Transient-Party",90,0,0,"Canceled","2016-09-02"
"8764","City Hotel",0,62,2017,"August",34,23,0,1,1,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","C",0,"No Deposit","98","NULL",0,"Transient-Party",115,0,0,"Check-Out","2017-08-24"
"8765","Resort Hotel",0,15,2017,"July",29,17,1,4,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",204,0,1,"Check-Out","2017-07-22"
"8766","City Hotel",1,162,2017,"June",25,23,1,2,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",127.8,0,0,"Canceled","2017-05-20"
"8767","Resort Hotel",1,86,2017,"March",10,9,0,3,2,0,0,"Undefined","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","67","NULL",0,"Transient",46,0,0,"Canceled","2016-12-13"
"8768","Resort Hotel",0,82,2015,"July",31,30,1,3,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","147","NULL",0,"Transient",81.67,0,1,"Check-Out","2015-08-03"
"8769","City Hotel",0,113,2016,"July",29,12,0,3,2,1,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","G",0,"No Deposit","9","NULL",0,"Transient",121.5,0,0,"Check-Out","2016-07-15"
"8770","City Hotel",0,169,2016,"August",33,12,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",105.3,0,1,"Check-Out","2016-08-15"
"8771","Resort Hotel",0,222,2016,"June",26,23,2,5,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","314","NULL",0,"Transient",59.6,0,1,"Check-Out","2016-06-30"
"8772","City Hotel",1,47,2016,"April",16,12,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99.9,0,0,"Canceled","2016-03-21"
"8773","City Hotel",0,98,2015,"November",48,23,1,1,1,0,0,"BB","POL","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","37","NULL",0,"Transient-Party",70,0,0,"Check-Out","2015-11-25"
"8774","City Hotel",0,141,2016,"May",21,15,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",104.55,0,2,"Check-Out","2016-05-19"
"8775","City Hotel",0,320,2016,"August",34,18,0,2,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","6","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-08-20"
"8776","Resort Hotel",1,128,2017,"January",3,20,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",54,0,2,"Canceled","2016-11-23"
"8777","City Hotel",1,229,2017,"July",28,12,1,4,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",110,0,0,"Canceled","2016-11-25"
"8778","City Hotel",1,98,2016,"April",15,9,2,2,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",86.7,0,1,"Canceled","2016-01-10"
"8779","Resort Hotel",0,69,2017,"January",4,28,2,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",52,0,1,"Check-Out","2017-02-01"
"8780","Resort Hotel",0,28,2015,"December",52,25,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","15","NULL",0,"Transient",25,0,1,"Check-Out","2015-12-27"
"8781","City Hotel",0,0,2015,"July",31,27,1,2,2,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","27","NULL",0,"Transient",75,0,0,"Check-Out","2015-07-30"
"8782","City Hotel",1,1,2017,"March",12,20,1,3,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9","NULL",0,"Transient",138.15,0,0,"Canceled","2017-03-19"
"8783","City Hotel",0,28,2015,"October",43,19,1,4,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2015-10-24"
"8784","City Hotel",0,164,2015,"October",40,2,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","19","NULL",0,"Transient-Party",100,0,0,"Check-Out","2015-10-04"
"8785","Resort Hotel",0,32,2016,"April",17,19,2,5,2,0,0,"HB","GBR","Groups","Direct",0,0,0,"D","D",0,"No Deposit","273","NULL",0,"Transient-Party",69.36,0,0,"Check-Out","2016-04-26"
"8786","Resort Hotel",0,165,2015,"December",53,30,0,4,2,0,0,"Undefined","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","308","NULL",122,"Transient-Party",136.5,0,0,"Check-Out","2016-01-03"
