"artist_name","track_name","album_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"Mother Nature Sound FX","Reborn In Nature","25 Natural Bed",0.36,0.242,2,-23.675,1,0.0872,0.824,0.00461,0.157,0.0783,130.38,128026
"Luis Fonsi","Comenzare","Comenzare",0.549,0.668,2,-7.647,1,0.0328,0.0158,0,0.0827,0.569,163.955,235200
"Ludwig van Beethoven","Diabelli Variations, Op. 120: Var. 12, Un poco più mosso","Beethoven: Diabelli Variations, Op. 120",0.407,0.0425,0,-26.614,1,0.0399,0.99,0.752,0.0931,0.0992,132.761,103015
"Natalia Lafourcade","Limosna (with Meme (Emmanuel Del Real))","Mujer Divina - Homenaje a Agustín Lara",0.58,0.557,0,-7.385,1,0.0322,0.158,0.00467,0.231,0.503,137.917,233120
"Camille Saint-Saëns","Suite pour violoncelle et piano, Op. 16: III. Scherzo","Saint-Saëns: Musique pour violoncelle et piano",0.23,0.0283,8,-25.282,1,0.0377,0.985,0.947,0.109,0.202,86.686,246000
"Queens of the Stone Age","You Can't Quit Me Baby","Queens of the Stone Age",0.306,0.766,10,-6.104,1,0.0416,0.0221,0.872,0.143,0.543,169.745,396746
"Gilberto Gil","Alagados - Ao vivo","Kaya n'gan daya (Ao vivo)",0.522,0.833,9,-9.189,1,0.0588,0.0164,0.000121,0.971,0.756,128.975,204680
"Hot Since 82","Cry Mumbai","Little Black Book",0.857,0.792,1,-8.478,1,0.036,0.00305,0.932,0.2,0.706,120.001,434733
"Jonas Brothers","Jealous","Music From Chasing Happiness",0.699,0.705,11,-3.826,0,0.162,0.0122,0,0.395,0.352,93.01,223973
"The Kooks","Petulia","Junk Of The Heart",0.783,0.275,4,-11.068,1,0.0311,0.869,2.36e-06,0.171,0.423,89.964,162346
"Mother Nature Sound FX","Dawn with You","Sounds of Nature",0.183,0.00258,5,-37.132,0,0.0413,0.961,0.868,0.113,0.0281,72.796,266000
"Grover Washington, Jr.","On The Cusp","Live At The Bijou",0.562,0.817,11,-5.703,0,0.06,0.391,0.318,0.742,0.858,108.529,391000
"Johann Sebastian Bach","Sei Lob und Ehr dem höchsten Gut, BWV 251","Infinite Bach",0.292,0.212,6,-17.354,1,0.0455,0.968,0.912,0.0964,0.405,77.636,54560
"Sergei Rachmaninoff","Annees De Pelerinage, 2nd Year, Italy, S161/R10b: Annees De Pelerinage, 2nd Year, Italy, S161/R10b: No. 6. Sonnet 123 By Petrarch","Romance Of The Piano (THE)",0.268,0.0265,8,-25.464,1,0.0496,0.993,0.895,0.0703,0.0385,75.079,443013
"Mother Nature Sound FX","Waterfall Bird Sings","! ! // absent // ! !",0.381,0.997,10,-18.154,0,0.479,0.881,0.927,0.475,0.0316,124.349,169379
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 26 a 2 Clav.","The Best Bach",0.449,0.319,7,-18.59,1,0.0457,0.977,0.923,0.156,0.727,89.973,114000
"Ludwig van Beethoven","Musik zu einem Ritterballett (1790-91), WoO 1: 8. Coda. Allegro vivace","The Best Beethoven",0.579,0.259,2,-13.81,1,0.0507,0.918,0.913,0.18,0.315,137.51,111333
"Frédéric Chopin","12 Etudes, Op.25: No.8 In D Flat","Essence of Chopin",0.309,0.256,1,-20.292,1,0.0384,0.989,0.863,0.0992,0.781,113.666,64253
"Ludwig van Beethoven","12 Minuets, WoO 7: 11. Minuet in C Major","Focus With Beethoven",0.602,0.0858,0,-13.202,1,0.0473,0.984,0.789,0.0841,0.461,129.649,128160
"Relaxmycat","Ambient Atmosphere","100 Instant Relaxation Classics for Cats",0.261,0.0269,7,-26.937,0,0.0452,0.979,0.984,0.0663,0.063,82.06,144589
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for String Trio by Dmitry Sitkovetsky: Var. 23 a 2 Clav.","In the Key of Bach",0.549,0.257,7,-23.383,1,0.0569,0.977,0.783,0.184,0.894,100.61,116346
"Camille Saint-Saëns","Saint-Saëns: The Carnival of the Animals: V. The Elephant","Saint-Saëns: Le carnaval des animaux - Prokofiev: Peter and the Wolf",0.605,0.0274,3,-27.437,1,0.0982,0.926,0.0128,0.107,0.434,128.885,95413
"Eminem","Curtains Up","Encore",0.319,0.746,9,-18.777,0,0.091,0.516,0.000142,0.94,0.028,114.48,46680
"Frédéric Chopin","Waltz No.6 in D flat, Op.64 No.1 -""Minute""","In the Key of Chopin",0.156,0.0593,1,-30.352,1,0.0383,0.989,0.918,0.205,0.408,171.187,89666
"Pyotr Ilyich Tchaikovsky","Sérénade mélancolique, Op. 26: Serenade melancolique, Op. 26","Tchaikovsky, P.I.: Souvenir De Florence / Valse-Scherzo / Serenade Melancolique / Pezzo Capriccioso / Romance",0.189,0.0463,10,-26.079,0,0.0492,0.977,0.567,0.0711,0.0436,101.106,532000
"Mother Nature Sound FX","Through The Fields","23 Calm Cool Nature",0.283,0.103,2,-22.649,1,0.0548,0.937,0.208,0.149,0.0685,131.237,129044
"Neil Young","L.A. (Story)","Neil Young Archives Vol. II (1972 - 1976)",0.391,0.0896,9,-23.835,1,0.0505,0.836,0.000322,0.158,0.231,135.329,241840
"Gente De Zona","El Mentiroso","OTRA COSA",0.783,0.84,7,-4.704,0,0.0419,0.0988,0,0.0862,0.935,96.983,183613
"Gondwana","Quemando Tu Pecho","Carpe Diem",0.691,0.697,2,-8.364,1,0.0302,0.000208,0.000786,0.136,0.376,102.999,259283
"Frédéric Chopin","12 Etudes, Op.10 - Paderewski Edition: No.2 in A minor","Chopin: A Classical Panorama",0.412,0.22,10,-29.851,1,0.0444,0.98,0.971,0.163,0.315,148.048,85600
"Wolfgang Amadeus Mozart","Divertimento In B Flat Major, K. 137: 2. Allegro di molto","The Magic of Mozart",0.52,0.222,10,-17.876,1,0.0435,0.947,0.757,0.105,0.81,155.047,142440
"David Byrne","Bullet - Live","American Utopia on Broadway (Original Cast Recording)",0.373,0.63,0,-6.871,0,0.035,0.707,0.00523,0.749,0.365,153.432,210880
"Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op.66, TH.13 / Act 2: 12e. Danse des marquises","Tchaikovsky: The Sleeping Beauty",0.479,0.0662,5,-33.003,1,0.0371,0.967,0.911,0.12,0.94,130.155,44760
"Danna Paola","Bla, Bla, Bla","Oceano",0.789,0.905,7,-2.514,1,0.0584,0.346,0.0963,0.0399,0.847,131.982,157533
"Caetano Veloso","A Cor Amarela","Zii & Zie",0.757,0.518,4,-9.341,0,0.426,0.0566,0.00242,0.127,0.877,109.789,134960
"Erasure","Victim of Love (Remix)","Singles: EBX2",0.765,0.827,9,-6.914,1,0.0387,0.183,0.000457,0.0382,0.61,109.675,224266
"Joe Vasconcellos","Lean On Me","Banzai",0.555,0.675,9,-6.542,1,0.0426,0.173,0,0.0781,0.553,165.908,217506
"Björk","An Echo, A Stain","Vespertine Live",0.306,0.432,2,-15.743,1,0.101,0.763,0.238,0.738,0.102,125.82,275773
"Jarabe De Palo","Frío (con Antonio Orozco)","En la vida conocí mujer igual a la Flaca: Colección Definitiva",0.569,0.238,5,-9.634,1,0.0339,0.806,0,0.131,0.285,112.113,260087
"Frédéric Chopin","Chopin: 24 Preludes, Op. 28: No. 14 in E-Flat Minor","Mikhail Rudy: Chopin: Piano Works",0.231,0.278,1,-21.442,0,0.041,0.99,0.824,0.154,0.464,80.034,29080
"Johann Sebastian Bach","Musical Offering, BWV 1079: 3. Andante","Forever Bach",0.289,0.0168,8,-22.926,1,0.0407,0.969,0.000471,0.1,0.0677,128.296,195253
"Gilberto Gil","Aquele Abraço - Bonus Track","Gilberto Gil (1969)",0.417,0.548,2,-11.89,1,0.13,0.2,0,0.0774,0.9,86.08,419133
"Gilberto Gil","Sereno","OK OK OK",0.687,0.481,2,-10.431,1,0.0529,0.437,0.0803,0.284,0.773,79.942,222803
"Ana Belén","Veneno Para El Corazon - (It's The Lovely)","Veneno Para El Corazón",0.569,0.486,0,-6.316,1,0.0429,0.722,0,0.126,0.495,105.219,185306
"Johann Sebastian Bach","Prelude in A Minor, BWV 569","Bach Family: Complete Organ Music, Vol. 2",0.15,0.122,8,-20.804,0,0.0313,0.896,0.836,0.107,0.0845,81.787,382200
"Ludwig van Beethoven","Piano Quartet No. 3 in C Major, WoO 36 No. 3: I. Allegro vivace","The Young Beethoven",0.421,0.203,7,-18.095,1,0.0526,0.949,0.751,0.0897,0.127,69.039,593596
"Ludwig van Beethoven","Piano Sonata No. 6 in F Major, Op. 10 No. 2: II. Allegretto","Beethoven: Complete Piano Sonatas, Vol. 2",0.338,0.0269,1,-30.997,1,0.0402,0.99,0.894,0.1,0.0951,86.564,239693
"Tiësto","When She Left","Magik One Mixed by DJ Tiësto (First Flight)",0.536,0.933,9,-9.645,0,0.039,0.000398,0.908,0.0499,0.293,136.529,267173
"Frédéric Chopin","Piano Concerto No. 1 in E minor, Op. 11: I. Allegro maestoso","Chopin: The essential collection",0.318,0.0696,4,-20.882,0,0.0337,0.958,0.815,0.539,0.149,73.989,933146
"Iggy Pop","Mr. Dynamite","Pop Songs",0.554,0.427,11,-15.359,0,0.0361,0.000603,0.696,0.316,0.83,127.053,262226
"Johann Sebastian Bach","Johannes Passion, BWV 245, Pt. 2: 32. Arie (Baß) ""Mein teurer Heiland, laß dich fragen"" - Choral ""Jesu, der du warest tot""","Bach: St John Passion, BWV 245 (Johannes-Passion)",0.285,0.141,1,-21.768,1,0.0506,0.979,0.0132,0.106,0.24,135.613,244706
"Sergei Rachmaninoff","<U+524D><U+594F><U+66F2><U+30CF><U+77ED><U+8ABF><U+4F5C><U+54C1>23<U+306E>7","<U+30E9><U+30D5><U+30DE><U+30CB><U+30CE><U+30D5>:<U+30D4><U+30A2><U+30CE><U+5354><U+594F><U+66F2><U+7B2C>2<U+756A>&<U+30C1><U+30A7><U+30ED>·<U+30BD><U+30CA><U+30BF>",0.234,0.113,8,-22.132,1,0.0336,0.991,0.917,0.0712,0.0772,79.139,175373
"Johann Sebastian Bach","Sonata for Violin and Harpsichord No.6 in G, BWV 1019: 4. Adagio","Essence of Bach",0.25,0.269,4,-18.866,0,0.0465,0.803,0.00837,0.129,0.096,141.23,150000
"Moby","Wait For Me (Jean Elan Remix)","Wait For Me Remixes!",0.795,0.611,11,-7.579,0,0.0814,0.0351,0.76,0.0942,0.162,126.985,480548
"Johann Sebastian Bach","Partita No. 4 in D Major, BWV 828: VI. Menuett","J.S. Bach: Partitas Nos. 1-6, BWV 825-830",0.506,0.143,2,-23.866,1,0.0387,0.989,0.871,0.138,0.783,107.365,77053
"Nana Mouskouri","La musique des étoiles","L'Enfant Au Tambour",0.384,0.251,0,-11.454,1,0.0326,0.803,0,0.137,0.303,118.712,216853
"Camille Saint-Saëns","Air de ballet, Op. 30","The Piano G & Ts, Vol. 3: Recordings from the Gramophone & Typewriter Era",0.313,0.188,7,-22.708,1,0.0333,0.995,0.895,0.392,0.333,72.942,173893
"Mother Nature Sound FX","Yoga","Heavenly Deep Sleep Music | Meditation",0.143,0.0142,5,-40.922,1,0.0467,0.816,0.917,0.114,0.0307,138.84,199720
"Mother Nature Sound FX","Rustling Valley","! ! ! ! ! ! Dawn ! ! ! ! ! !",0.262,0.568,10,-19.029,0,0.202,0.584,2.17e-05,0.349,0.12,135.795,200639
"Mother Nature Sound FX","Dark Rain","! ! ( Monsoon ) ! !",0.165,0.484,5,-28.193,0,0.044,0.413,0.889,0.105,0.0293,78.782,78994
"Sergei Rachmaninoff","Twelve Songs, Op.14: 7. Ne ver mne, drug!","Rachmaninov: The Songs",0.332,0.266,0,-11.875,1,0.0428,0.986,0.00387,0.126,0.132,86.239,87666
"Yann Tiersen","Pell (feat. Emilie Tiersen) - [Portrait Version]","Portrait",0.296,0.156,3,-18.743,1,0.0341,0.918,0.695,0.11,0.0514,130.874,240386
"Ludwig van Beethoven","Piano Quartet No. 2 in D Major, WoO 36 No. 2: III. Rondo. Allegro","The Young Beethoven",0.495,0.255,2,-18.07,1,0.0489,0.953,0.865,0.126,0.324,128.685,343632
"Pyotr Ilyich Tchaikovsky","Suite No. 1 in D Major, Op. 43: V. Scherzo: Allegro con moto","Tchaikovsky: Suites (Complete)",0.224,0.0785,5,-24.944,1,0.0411,0.961,0.917,0.124,0.153,75.305,409320
"The Verve","Appalachian Springs","Forth",0.269,0.569,11,-8.082,0,0.0414,0.124,0.00471,0.0801,0.192,142.794,451635
"Pyotr Ilyich Tchaikovsky","Slavonic March, Op.31 TH.45","Tchaikovsky: Overtures and Tone Poems",0.275,0.423,10,-15.318,0,0.0552,0.77,0.894,0.0957,0.16,91.901,644146
"Mother Nature Sound FX","Freedom From Anguish","28 Animal Soothing Tracks From Nature",0.117,0.272,7,-27.322,1,0.0661,0.0461,0.924,0.757,0.235,79.513,114000
"Frédéric Chopin","24 Préludes, Op.28: 5. In D Major","Friedrich Gulda Plays Chopin",0.247,0.306,2,-23.144,1,0.0426,0.984,0.929,0.101,0.417,80.839,32613
"Marco Antonio Solís","Que Te Quieran Más Que Yo","Antología Básico (20 Clásicos)",0.594,0.502,9,-5.115,1,0.0251,0.214,0.000503,0.0804,0.436,85.041,261399
"Johann Sebastian Bach","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"" - Arranged for Harp by Catrin Finch: Var. 19 a 1 Clav.","Discover Bach",0.436,0.173,7,-20.261,1,0.0446,0.992,0.895,0.102,0.655,122.759,76626
"Feist","Mushaboom - Remix by VV","Open Season",0.819,0.69,1,-8.753,1,0.0938,0.000402,0.389,0.0328,0.362,111.998,326346
"Frédéric Chopin","Études, Op. 25: No. 12 in C Minor","Lang Lang: The Chopin Album",0.284,0.141,5,-20.951,0,0.0311,0.983,0.82,0.169,0.0397,76.55,149173
"Daft Punk","Burnin' / Too Long","Alive 2007",0.602,0.793,10,-10.462,0,0.0946,0.000207,0.0476,0.686,0.35,127.016,431506
"Mother Nature Sound FX","Cozy Cabin","Calming Sounds for Spa & Healing",0.32,0.00184,3,-39.958,1,0.0643,0.996,0.946,0.0731,0.0353,119.791,162253
"Johann Sebastian Bach","4 Duettos: 1. Duetto In E Minor, BWV 802","Discover Bach",0.171,0.196,4,-23.347,0,0.0404,0.99,0.922,0.189,0.264,83.507,163893
"Johann Sebastian Bach","Suite in E Minor, BWV 996 - Arr. for Guitar: 5. Bourrée (Arr. for Guitar)","The Art of Bach",0.608,0.502,7,-13.742,1,0.0672,0.937,0.866,0.0998,0.862,83.747,72893
"Maroon 5","One More Night","Overexposed",0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219466
"Daddy Yankee","Pasarela","Prestige",0.842,0.893,9,-4.277,1,0.0462,0.104,0,0.289,0.713,121.035,193626
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op. 43: Variation II - L'istesso tempo","Rachmaninoff: The Four Piano Concertos; Rhapsody on a Theme of Paganini",0.697,0.0215,9,-24.389,0,0.0665,0.994,0.894,0.192,0.967,74.816,19160
"Johann Sebastian Bach","Concerto No. 5 in F Minor, BWV 1056: III. Presto","Bach: Concertos for Pianos",0.561,0.156,5,-23.34,0,0.0314,0.985,0.896,0.168,0.738,107.24,197919
"Sergei Rachmaninoff","32 Variations on an Original Theme in C Minor, WoO 80: Variation III","Sergei Rachmaninoff: The Complete Recordings",0,0.331,10,-19.879,1,0,0.974,0.941,0.121,0,0,12133
"Erasure","Sono Luminus","Erasure",0.447,0.692,0,-10.4,1,0.0317,0.0348,0.184,0.279,0.226,169.984,471666
"Sergei Rachmaninoff","Morceaux De Fantaisie, Op. 3: V. Sérénade in B-Flat Minor","Rachmaninoff: Complete Piano Music",0.392,0.0295,1,-29.373,1,0.0445,0.994,0.901,0.095,0.0839,114.839,200933
"Mother Nature Sound FX","Woodland Monsoon","! ! ( stars ) ! !",0.4,0.998,2,-13.193,1,0.0998,0.878,0.696,0.35,0.0169,120.301,152213
"Mother Nature Sound FX","Gentle Oceans","! !$ Refreshing $! !",0.153,0.919,1,-25.675,1,0.157,0.105,0.458,0.977,0.0287,134.842,115095
"Wolfgang Amadeus Mozart","Symphony in B Flat Major, K.74g: 1. Allegro","Mindful Mozart",0.411,0.144,10,-18.644,1,0.0357,0.895,0.616,0.0909,0.317,143.296,207000
"Frédéric Chopin","Nocturnes, Op. 55: No. 2 in E-Flat Major","Chopin: Piano Works",0.288,0.0194,3,-31.118,1,0.0382,0.993,0.872,0.121,0.136,91.678,329000
"Johann Sebastian Bach","Partita No.1 in B flat, BWV 825 - Arr. Guitar (D major): 5. Menuet I & II","The Art of Bach",0.406,0.417,2,-17.907,1,0.0689,0.929,0.934,0.122,0.89,155.555,181133
"Mother Nature Sound FX","Chirps and Waves",""" ! = Babbling + ! """,0.286,0.994,2,-18.38,1,0.0824,0.298,0.937,0.655,0.0228,111.224,192000
"Johann Sebastian Bach","Sonata For Viola Da Gamba And Harpsichord No.3 In G Minor, BWV 1029: 3. Allegro","Bach Moods",0.345,0.212,7,-21.036,0,0.0409,0.98,0.929,0.153,0.661,96.194,216493
"Frédéric Chopin","Variations On ""La ci darem la mano"", Op. 2: Variation 2. Veloce, ma accuratamente","Classical Masters: Chopin",0.37,0.28,10,-21.432,1,0.0337,0.989,0.954,0.138,0.836,92.221,56493
"Johann Sebastian Bach","Matthäus-Passion, BWV 244, Pt. 1: No. 8, Aria. ""Blute nur, du liebes Herz!"" (Soprano)","Quintessence J.S. Bach: Matthäus Passion, Johannes Passion",0.289,0.11,11,-21.286,0,0.0471,0.979,0.00167,0.118,0.0913,134.888,284400
"Soft Jazz Relaxation","Number One Music for Resting - Tenor Saxophone","Staying Healthy, No Drums Jazz",0.785,0.188,2,-13.108,0,0.0977,0.981,0.907,0.0692,0.46,72.17,126688
"Erasure","Surreal","Loveboat",0.523,0.349,7,-11.446,1,0.028,0.0711,0.0747,0.132,0.181,112.399,311000
"Ludwig van Beethoven","33 Variations on a Waltz by Diabelli in C Major, Op. 120: Variation X. Presto","Beethoven para principiantes",0.403,0.484,2,-21.444,0,0.0468,0.976,0.942,0.149,0.179,86.643,37040
"Wolfgang Amadeus Mozart","Symphony No.48 in D, K.120: 1. Allegro assai","Mozart: A Life in Music",0.274,0.239,6,-13.008,0,0.0308,0.89,0.345,0.107,0.116,152.172,214546
"Los Enanitos Verdes","Eterna Soledad (En Vivo)","Huevos Revueltos (En Vivo)",0.487,0.721,0,-6.356,1,0.0303,0.0201,1.88e-05,0.889,0.197,93.335,239186
"Sérgio Mendes","Morning in Rio","Encanto",0.681,0.703,11,-8.799,0,0.0481,0.564,0.00142,0.287,0.568,114.948,259600
"Kamelot","Troubled Mind","Dominion",0.51,0.559,8,-10.964,1,0.0312,0.00798,4e-06,0.138,0.146,112.018,279666
"Chayanne","Y Que Culpa Tengo Yo?","Chayanne Es Mi Nombre",0.388,0.187,0,-21.605,1,0.0291,0.476,0,0.276,0.332,162.851,212093
"Pyotr Ilyich Tchaikovsky","String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile","Tchaikovsky: His Life In Music",0.163,0.0105,10,-31.658,1,0.0506,0.948,0.117,0.107,0.0396,88.794,395000
"Johann Sebastian Bach","Matthäus-Passion, BWV 244, Pt. 2: No. 55, Und da sie ihn verspottet hatten","J.S. Bach: Matthäus-Passion, BWV 244",0.538,0.103,7,-15.891,1,0.0527,0.944,0,0.269,0.259,90.046,53493
"Blur","Mr Robinson's Quango - 2012 Remaster","The Great Escape",0.247,0.868,11,-6.545,0,0.0517,0.00403,0,0.817,0.486,173.616,240880
"The Kooks","Sofa Song - Exclusive Session","Kooks Exclusive Session",0.619,0.396,4,-6.52,1,0.0616,0.557,1.15e-05,0.0952,0.796,145.397,141871
"Mother Nature Sound FX","Busy Little Birdy","! ! ! ! / Soft \ ! ! ! !",0.267,0.987,9,-22.579,0,0.0486,0.225,0.982,0.441,0.0104,85.043,192000
"Johann Sebastian Bach","Partita for Lute in C minor, BWV 997 - arr. Guitar Segovia, transposed to A minor: Gigue","<U+30D0><U+30C3><U+30CF><U+3067><U+904E><U+3054><U+3059><U+304A><U+3046><U+3061><U+6642><U+9593>",0.668,0.145,9,-19.023,0,0.0611,0.986,0.892,0.104,0.786,111.731,165000
"Relaxmycat","Flowers in Bloom","Relaxing Melodies for Relaxation and Cats",0.302,0.133,11,-14.754,1,0.0441,0.741,0.161,0.0942,0.37,72.779,109488
"Sergei Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43: Variation 20","Rachmaninoff - Christmas Present",0.431,0.0977,4,-23.621,0,0.0308,0.989,0.943,0.257,0.329,169.892,36666
"Ricky Martin","Vuelve - Black & White Tour Version","Ricky Martin... Live Black & White Tour",0.613,0.76,6,-5.939,1,0.0344,0.308,0,0.918,0.406,134.829,306640
"Johann Sebastian Bach","Ach bleib bei uns, Herr Jesu Christ, BWV 253","Bach Autumn Study Vibes",0.304,0.0512,9,-23.874,1,0.0525,0.992,0,0.104,0.119,71.394,38573
"Rod Stewart","Farewell","Reason To Believe: The Complete Mercury Recordings",0.505,0.515,2,-10.004,1,0.0293,0.297,0,0.072,0.828,136.278,274240
"Mother Nature Sound FX","Ambient Weather","! ! # Solidarity # ! !",0.158,0.486,10,-30.279,0,0.0613,0.284,0.882,0.115,0.0349,132.542,69276
"Johann Sebastian Bach","Wo soll ich fliehen hin, BWV 694","Johann Sebastian Bach: Complete Organ Works",0.146,0.0286,7,-28.257,0,0.0394,0.925,0.943,0.123,0.154,81,203000
"Mother Nature Sound FX","Magical Ground","! ! ! ! ! ! Tropical ! ! ! ! ! !",0.18,0.455,2,-20.932,1,0.104,0.436,1.86e-05,0.438,0.129,81.8,202377
"Bear McCreary","Paintballers","Knights of Badassdom (Original Motion Picture Soundtrack)",0.599,0.432,2,-13.436,1,0.0353,0.0493,0.749,0.0744,0.332,81.63,116373
"Moby","The Day","Destroyed",0.465,0.596,0,-7.308,1,0.0276,0.00015,4.87e-05,0.134,0.116,108.023,272200
"Johann Sebastian Bach","St. Matthew Passion, BWV 244, Pt. 1: No. 7, Wozu Dienet Dieser Unrat? (Chor I - Orchester I)","Passions at Easter",0.272,0.317,9,-18.15,0,0.0312,0.967,0.819,0.447,0.468,85.395,35133
"Pyotr Ilyich Tchaikovsky","The Nutcracker, Op.71, TH.14 / Act 2: No. 12e Dance of the Reed Pipes","Tchaikovsky: The Nutcracker",0.404,0.123,2,-26.939,1,0.0379,0.927,0.962,0.213,0.345,143.024,133800
"Pyotr Ilyich Tchaikovsky","Eugene Onegin, Op. 24, TH 5: Act I - Scene 1 - Kak ya lyublyu pod zvuki pesen etikh... Uzh kak po mostu, mostochku","Tchaikovsky: Eugene Onegin (Bolshoi Opera)",0.388,0.0649,7,-23.22,0,0.062,0.97,0,0.431,0.34,75.827,197280
"Wolfgang Amadeus Mozart","Piano Concerto No.9 in E flat, K.271 - ""Jeunehomme"": 3. Rondeau (Presto)","Mozart Study Music",0.312,0.137,3,-25.684,1,0.0427,0.99,0.937,0.115,0.324,151.023,575333
"Mother Nature Sound FX","Relaxation Therapy","Nature Meditation",0.143,0.0602,9,-39.685,1,0.0609,0.798,0.981,0.0732,0.12,138.548,142978
"Mother Nature Sound FX","Feel Warm","Soothing Tunes for Relaxation and Complete Relaxation",0.274,0.0653,11,-24.253,0,0.0727,0.979,0.908,0.0953,0.0419,143.876,44500
"José Luis Perales","Pequeño marinero","iCollection",0.494,0.332,11,-11.214,1,0.0356,0.895,1.06e-05,0.123,0.267,121.316,205480
"Feist","Baby Be Simple","Pleasure",0.537,0.157,0,-14.114,1,0.0356,0.916,0.000515,0.0907,0.168,87.744,381815
"Mother Nature Sound FX","Indian Forest","! ! ! ! ! ! Lulling ! ! ! ! ! !",0.305,0.331,5,-21.921,1,0.062,0.394,8.29e-06,0.59,0.238,136.823,188119
"Wolfgang Amadeus Mozart","Così fan tutte, K.588 / Act 1: ""E voi ridete?"" - ""La cagion di quel riso?"" - Live","The Music of Mozart",0.448,0.474,7,-14.702,1,0.119,0.952,0.00158,0.756,0.851,204.386,56786
"Therion","Close up the Streams","Gothic Kabbalah",0.357,0.921,10,-6.175,0,0.0663,0.00114,0.00169,0.086,0.328,170.103,235293
"Eric Prydz","Hardrock Lausanne","Eric Prydz Presents Pryda",0.595,0.699,9,-6.102,0,0.0398,0.00725,0.717,0.0951,0.726,125.059,297560
"Mother Nature Sound FX","Deep Asleep, Totally Relaxed","Peacefully Healing Music Tracks",0.15,0.0382,0,-30.673,1,0.0392,0.952,0.902,0.0932,0.0563,70.432,192000
"The Raconteurs","Jack White on Don't Bother Me","Help Us Stranger (With Track-by-Track Commentary)",0.617,0.121,7,-28.928,1,0.916,0.623,0,0.29,0.848,128.562,32731
"Carlos Vives","El Cante","El Amor de Mi Tierra",0.774,0.779,9,-9.35,1,0.0921,0.272,0,0.049,0.937,137.993,223066
"Ludwig van Beethoven","Beethoven: Symphony No. 5 in C Minor, Op. 67: II. Andante con moto","Beethoven: Symphony No. 5, Op. 67 - Weber: Overture from Euryanthe",0.218,0.0599,8,-19.602,1,0.0372,0.897,0.592,0.119,0.0887,105.105,625120
"America","Ventura Highway","Homecoming",0.673,0.581,2,-10.205,1,0.029,0.223,0.000206,0.063,0.818,130.771,211386
"Cardi B","Ring (feat. Kehlani)","Invasion of Privacy",0.765,0.491,1,-7.859,0,0.145,0.0626,0,0.0994,0.56,105.965,177139
"Frédéric Chopin","Ballade No. 3 in A-Flat Major, Op. 47","Chopin: Piano Sonata No. 3 / Ballades / Scherzos",0.343,0.129,8,-18.254,1,0.0455,0.992,0.909,0.117,0.0612,68.945,523919
"Sergei Rachmaninoff","Etudes-Tableaux in C Minor, Op. 39: No. 1: Allegro agitato","Rachmaninoff: Etudes-Tableaux, Op. 33 & Op. 39",0.29,0.242,0,-20.568,0,0.0299,0.99,0.843,0.113,0.163,100.924,189000
"Divididos","La Flor Azul","Audio y Agua",0.426,0.817,11,-8.985,0,0.213,0.706,8.77e-06,0.932,0.564,156.236,191960
"Depeche Mode","Soothe My Soul - Live","Live in Berlin Soundtrack",0.544,0.931,6,-7.306,0,0.134,0.0286,0.483,0.935,0.201,123.885,435106
"Johann Sebastian Bach","Suite for Cello Solo No.1 in G, BWV 1007 - Transcribed for Solo Guitar by Göran Söllscher: 6. Gigue","Born in the 1600s: Bach",0.463,0.245,3,-21.386,1,0.0557,0.923,0.878,0.113,0.769,122.59,109066
"Mother Nature Sound FX","Spring Nature Noise","! ! ! ! ! ! Breathtaking ! ! ! ! ! !",0.16,0.472,2,-19.39,1,0.111,0.571,0,0.139,0.0755,56.459,189836
"Antonín Dvorák","Slavonic Dance No. 13 in B-Flat Minor, Op. 72, No. 5","Dvorak: Slavonic Dances, Op. 46 & 72",0.262,0.155,1,-19.406,1,0.0332,0.931,0.843,0.0931,0.0949,55.25,182160
"Jack Johnson","Staple It Together - Live In San Diego, California/2008","En Concert",0.598,0.834,7,-5.336,1,0.0744,0.402,0.0411,0.166,0.46,93.182,242333
"Johann Sebastian Bach","Matthäus-Passion, BWV 244, Pt. 2: No. 42, Gebt mir meinen Jesum wieder","J.S. Bach: Matthäus-Passion, BWV 244",0.554,0.323,7,-16.376,1,0.0459,0.943,0.00627,0.163,0.663,97.169,161266
"Camille Saint-Saëns","Romance in D-Flat Major, Op. 37 (Version for violin and piano)","Saint-Saëns: Music for Violin and Piano, Vol. 1",0.256,0.033,1,-27.398,1,0.0484,0.946,0.0241,0.0796,0.0668,125.173,373933
